src	src-sense-id	prob-sense	dst	dst-sense-id	similarity
society	3	0.07057132589175666	cambrian	4	0.65751314
society	3	0.07057132589175666	museum	4	0.7449158
society	3	0.07057132589175666	heritage	4	0.7301281
society	3	0.07057132589175666	institute	3	0.7198846
society	3	0.07057132589175666	history	1	0.7046341
society	3	0.07057132589175666	foundation	4	0.7009224
society	3	0.07057132589175666	horticultural	4	0.6966708
society	3	0.07057132589175666	network	4	0.6952703
society	3	0.07057132589175666	museums	4	0.6888996
society	3	0.07057132589175666	archives	4	0.6838842
society	3	0.07057132589175666	british	1	0.6813914
society	3	0.07057132589175666	trust	5	0.6727162
society	3	0.07057132589175666	newcomen	2	0.6627048
society	3	0.07057132589175666	gmcro	1	0.6514043
society	3	0.07057132589175666	assocation	1	0.666806
society	4	0.14241347759539089	branch	3	0.66166854
society	4	0.14241347759539089	federation	5	0.64862645
society	4	0.14241347759539089	trust	3	0.64565146
society	4	0.14241347759539089	cma	3	0.63676137
society	4	0.14241347759539089	pcc	2	0.62931585
society	4	0.14241347759539089	guild	5	0.7060756
society	4	0.14241347759539089	charity	2	0.6647251
society	4	0.14241347759539089	affiliating	2	0.6586229
society	4	0.14241347759539089	cccbr	2	0.6539764
society	4	0.14241347759539089	eig	2	0.6534917
society	4	0.14241347759539089	alcs	3	0.6515689
society	4	0.14241347759539089	cilip	2	0.6507374
society	4	0.14241347759539089	institute	1	0.6417563
society	4	0.14241347759539089	club	4	0.6329005
society	4	0.14241347759539089	portman	3	0.6319107
society	4	0.14241347759539089	sponsoring	1	0.6270742
society	4	0.14241347759539089	membership	1	0.682943
society	4	0.14241347759539089	uk200	1	0.633986
society	4	0.14241347759539089	bca	1	0.631138
society	4	0.14241347759539089	iphe	2	0.627198
society	5	0.3375716809261857	culture	5	0.86656094
